Opportunity_ID,Target,Convertibility,Total_Amount_Sum_USD,Total_Taxable_Amount_USD,Year_Creation,Month_Creation,Year_Delivery,Month_Delivery,Days_Passed,Wait_Time_Days,Delivery_Window,Account_LifeSpan_at_Creation,Account_LifeSpan_at_Modif,Account_LifeSpan_at_Deliv,Wait_Delivery_Cmp,Days_Left_Cmp,Days_Wait_Cmp,USD_Per_Day_Waited,USD_Per_Day_Passed,USD_Per_Account_Day,Product_Price_Mean,Product_Price_Max,Product_Price_Std,Product_Price_Min,Total_TRF,Territory_target,Billing_Country_target,Delivery_Terms_target,Bureaucratic_Code_target,Opportunity_Type_target,Source _target,Region_target,Or,Expiry_Days_Create,Expiry_Days_Modified,Days_Modified_Diff_to_Start_Delivery,Days_Modified_Diff_to_End_Delivery
10,0,0.008990384615384615,5210.826923076923,5210.826923076923,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,63.546669793621014,44.15955019556714,22.36406404754044,1042.1653846153845,3646.5,1541.0676292839964,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
11,1,1.0,1621851.0,1621851.0,2015,12,2016,1,29.0,31.0,6.0,57.0,86.0,88.0,0.1935483870967742,2.0,0.20689655172413793,52317.77419354839,55925.89655172414,28453.526315789473,1621851.0,1621851.0,,1621851.0,3,0.45588235294117646,0.42142857142857143,0.44560878243512975,0.5931108719052745,0.15695415695415696,0.509775967413442,0.5536912751677853,0,113.0,84.0,-2.0,-8.0
12,0,1.0,221650.0,221650.0,2015,12,2016,1,112.0,40.0,13.0,0.0,112.0,40.0,0.325,-72.0,0.11607142857142858,5541.25,1979.017857142857,0.0,221650.0,221650.0,,221650.0,0,0.45588235294117646,8.686043788847037e-14,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.509775967413442,0.5536912751677853,0,113.0,1.0,72.0,59.0
13,0,0.008990384615384615,9106.540384615384,9106.540384615384,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,111.05537054409005,77.17407105606257,39.08386431165401,1517.756730769231,6199.05,2491.068241784524,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
14,0,0.008990384615384615,8741.890384615384,8741.890384615384,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,106.60841932457785,74.08381681877444,37.518842852426545,1456.9817307692308,5834.4,2354.7333506636037,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
15,0,0.008990384615384615,10286.078846153847,10286.078846153847,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,125.43998592870545,87.17015971316819,44.14626114229119,1469.4398351648354,7110.675,2556.982703101297,32.36538461538461,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
16,0,0.008990384615384615,12218.292307692307,12218.292307692307,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,149.00356472795497,103.54485006518904,52.43902277979531,1745.4703296703296,8751.6,3257.3609696981757,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
17,0,0.008990384615384615,4369.326923076923,4369.326923076923,2015,12,2016,2,28.0,82.0,0.0,233.0,261.0,315.0,0.0,54.0,0.0,53.28447467166979,156.0473901098901,18.752476064707825,873.8653846153845,2734.875,1154.2204370716713,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,-54.0,-54.0
18,0,0.008990384615384615,5184.934615384615,5184.934615384615,2015,12,2016,2,118.0,82.0,0.0,233.0,351.0,315.0,0.0,-36.0,0.0,63.23090994371482,43.94012385919166,22.252938263453284,864.1557692307692,3464.175,1356.0920207230183,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
19,0,1.131090909090909,293942.24999999994,293942.24999999994,2015,12,2016,4,324.0,124.0,4.0,865.0,1189.0,989.0,0.03225806451612903,-200.0,0.012345679012345678,2370.5020161290317,907.2291666666665,339.8176300578034,293942.24999999994,293942.24999999994,,293942.24999999994,0,0.4326923076923077,0.43457943925233644,0.4793542378143434,0.5931108719052745,0.6871871871871872,0.4388593523441276,0.46282011724776306,0,14.0,-310.0,200.0,196.0
20,1,1.1310943396226414,116898.59999999999,116898.59999999999,2015,12,2016,1,0.0,40.0,11.0,865.0,865.0,905.0,0.275,40.0,0.0,2922.4649999999997,0.0,135.1428901734104,116898.59999999999,116898.59999999999,,116898.59999999999,0,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.7020408163265306,0.4388593523441276,0.46282011724776306,0,30.0,30.0,-40.0,-51.0
21,1,1.0,3184974.0,3184974.0,2015,12,2016,3,440.0,82.0,30.0,840.0,1280.0,922.0,0.36585365853658536,-358.0,0.06818181818181818,38841.14634146341,7238.577272727272,3791.635714285714,3184974.0,3184974.0,,3184974.0,5,0.6298405466970387,0.45063829787234044,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.44489629930866204,0,,,358.0,328.0
22,1,0.008990384615384615,2187.9,2187.9,2015,12,2016,1,26.0,29.0,0.0,234.0,260.0,263.0,0.0,3.0,0.0,75.4448275862069,84.15,9.35,2187.9,2187.9,,2187.9,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,26.0,0.0,-3.0,-3.0
23,1,1.131090909090909,242618.99999999997,242618.99999999997,2015,12,2016,1,399.0,29.0,4.0,701.0,1100.0,730.0,0.13793103448275862,-370.0,0.010025062656641603,8366.172413793103,608.0676691729323,346.1041369472182,242618.99999999997,242618.99999999997,,242618.99999999997,0,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.509775967413442,0.46282011724776306,0,5.0,-394.0,370.0,366.0
24,1,1.131090909090909,242618.99999999997,242618.99999999997,2015,12,2016,1,399.0,36.0,4.0,701.0,1100.0,737.0,0.1111111111111111,-363.0,0.010025062656641603,6739.416666666666,608.0676691729323,346.1041369472182,242618.99999999997,242618.99999999997,,242618.99999999997,0,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.509775967413442,0.46282011724776306,0,6.0,-393.0,363.0,359.0
25,0,1.131087378640777,1760636.4750000003,1760636.4750000003,2015,12,2016,2,399.0,70.0,6.0,0.0,399.0,70.0,0.08571428571428572,-329.0,0.015037593984962405,25151.949642857147,4412.622744360903,0.0,1760636.4750000003,1760636.4750000003,,1760636.4750000003,3,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.509775967413442,0.46282011724776306,0,12.0,-387.0,329.0,323.0
26,0,1.131090909090909,621851.1599999999,621851.1599999999,2015,12,2017,4,519.0,479.0,53.0,867.0,1386.0,1346.0,0.11064718162839249,-40.0,0.10211946050096339,1298.2278914405008,1198.1717919075143,717.2447058823528,621851.1599999999,621851.1599999999,,621851.1599999999,1,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,34.0,-485.0,40.0,-13.0
27,1,1.131090909090909,359262.74999999994,475906.49999999994,2015,12,2016,1,397.0,45.0,3.0,868.0,1265.0,913.0,0.06666666666666667,-352.0,0.007556675062972292,7983.616666666665,904.9439546599494,413.89717741935476,119754.24999999999,121309.49999999999,2693.7720184714963,116643.74999999999,0,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.3148148148148148,0.509775967413442,0.46282011724776306,0,3.0,-394.0,352.0,349.0
28,1,1.131090909090909,485237.99999999994,485237.99999999994,2015,12,2016,2,397.0,65.0,3.0,868.0,1265.0,933.0,0.046153846153846156,-332.0,0.007556675062972292,7465.199999999999,1222.2619647355161,559.0299539170506,121309.49999999999,121309.49999999999,0.0,121309.49999999999,0,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.509775967413442,0.46282011724776306,0,3.0,-394.0,332.0,329.0
29,1,1.0,3920.0,3920.0,2015,12,2016,1,287.0,27.0,21.0,0.0,287.0,27.0,0.7777777777777778,-260.0,0.07317073170731707,145.1851851851852,13.658536585365853,0.0,3920.0,3920.0,,3920.0,0,0.45588235294117646,0.42142857142857143,0.44560878243512975,0.5931108719052745,0.6871871871871872,0.509775967413442,0.5536912751677853,0,48.0,-239.0,260.0,239.0
30,0,1.0,7695.0,7695.0,2015,12,2016,4,392.0,110.0,89.0,6.0,398.0,116.0,0.8090909090909091,-282.0,0.22704081632653061,69.95454545454545,19.630102040816325,1282.5,7695.0,7695.0,,7695.0,0,0.06451612903225826,0.12195121951219512,0.44560878243512975,0.26644423260247857,0.5170542635658915,0.509775967413442,0.46282011724776306,0,48.0,-344.0,282.0,193.0
31,1,1.1311020408163264,22479974.4,22479974.4,2015,12,2016,5,7.0,139.0,59.0,725.0,732.0,864.0,0.4244604316546763,132.0,8.428571428571429,161726.43453237409,3211424.9142857143,31006.86124137931,11239987.2,11239987.2,0.0,11239987.2,40,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.509775967413442,0.46282011724776306,0,8.0,1.0,-132.0,-191.0
32,0,1.1310980392156864,577436.8600000001,577436.8600000001,2015,12,2016,2,97.0,69.0,11.0,871.0,968.0,940.0,0.15942028985507245,-28.0,0.1134020618556701,8368.650144927538,5952.95731958763,662.9585074626867,577436.8600000001,577436.8600000001,,577436.8600000001,1,0.2500703451970692,0.0004427500962976291,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,31.0,-66.0,28.0,17.0
33,0,1.1310925925925923,119104.04999999997,119104.04999999997,2015,12,2016,1,393.0,34.0,3.0,872.0,1265.0,906.0,0.08823529411764706,-359.0,0.007633587786259542,3503.060294117646,303.0637404580152,136.58721330275228,119104.04999999997,119104.04999999997,,119104.04999999997,0,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.4388593523441276,0.46282011724776306,0,2.0,-391.0,359.0,356.0
34,1,1.1310925925925923,412741.3424999999,412741.3424999999,2015,12,2016,3,68.0,76.0,29.0,149.0,217.0,225.0,0.3815789473684211,8.0,0.4264705882352941,5430.807138157894,6069.725624999999,2770.076124161073,412741.3424999999,412741.3424999999,,412741.3424999999,1,0.3333333337085899,0.2727272727317953,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.521311475409836,0.46282011724776306,0,65.0,-3.0,-8.0,-37.0
35,0,1.1310882352941174,6354634.679999999,6354634.679999999,2015,12,2018,4,737.0,838.0,74.0,12.0,749.0,850.0,0.0883054892601432,101.0,0.10040705563093623,7583.09627684964,8622.299430122115,529552.8899999999,6354634.679999999,6354634.679999999,,6354634.679999999,17,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.26644423260247857,0.15695415695415696,0.509775967413442,0.46282011724776306,0,,,-101.0,-175.0
36,1,1.1310925925925923,117577.07499999997,117577.07499999997,2015,12,2016,1,29.0,32.0,39.0,0.0,29.0,32.0,1.21875,3.0,1.3448275862068966,3674.283593749999,4054.381896551723,0.0,39192.35833333332,63522.15999999998,21469.797033916228,22904.624999999993,0,0.8055555555555556,0.7887323943661971,0.4793542378143434,0.5931108719052745,0.6871871871871872,0.509775967413442,0.46282011724776306,0,43.0,14.0,-3.0,-42.0
37,0,0.008990384615384615,5393.151923076923,5393.151923076923,2015,12,2016,2,22.0,74.0,0.0,241.0,263.0,315.0,0.0,52.0,0.0,72.88043139293138,245.14326923076922,22.378223747207148,1078.6303846153846,3828.825,1618.318749050074,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,-52.0,-52.0
38,0,0.008990384615384615,10380.298076923076,10380.298076923076,2015,12,2016,2,110.0,74.0,0.0,241.0,351.0,315.0,0.0,-36.0,0.0,140.27429833679832,94.36634615384615,43.071776252792844,1730.0496794871797,7293.0,2918.4724773629227,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
39,0,0.008990384615384615,5140.701923076923,5140.701923076923,2015,12,2016,2,22.0,74.0,0.0,241.0,263.0,315.0,0.0,52.0,0.0,69.4689449064449,233.66826923076923,21.330713373763164,1028.1403846153846,3646.5,1550.8183618698142,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,-52.0,-52.0
40,0,0.008990384615384615,9288.865384615385,9288.865384615385,2015,12,2016,2,110.0,74.0,0.0,241.0,351.0,315.0,0.0,-36.0,0.0,125.5252079002079,84.44423076923077,38.543009894669645,1548.1442307692307,6381.375,2559.759384061311,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
41,0,,,,2015,12,2016,2,223.0,74.0,0.0,241.0,464.0,315.0,0.0,-149.0,0.0,,,,,,,,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,149.0,149.0
42,0,0.008990384615384615,9288.865384615385,9288.865384615385,2015,12,2016,2,223.0,74.0,0.0,241.0,464.0,315.0,0.0,-149.0,0.0,125.5252079002079,41.65410486374612,38.543009894669645,1548.1442307692307,6381.375,2559.759384061311,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,149.0,149.0
43,0,0.008990384615384615,10268.098076923077,10268.098076923077,2015,12,2016,2,223.0,74.0,0.0,241.0,464.0,315.0,0.0,-149.0,0.0,138.75808212058212,46.0452828561573,42.606216086817746,1466.871153846154,7110.675,2558.6754318421904,14.384615384615385,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,149.0,149.0
44,0,0.008990384615384615,4229.076923076923,4229.076923076923,2015,12,2016,2,110.0,74.0,0.0,241.0,351.0,315.0,0.0,-36.0,0.0,57.149688149688146,38.44615384615384,17.548037025215447,845.8153846153846,2734.875,1173.783871694476,39.55769230769231,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,36.0,36.0
45,0,1.1311020408163264,11095884.799999999,11095884.799999999,2015,12,2016,5,113.0,136.0,60.0,2.0,115.0,138.0,0.4411764705882353,23.0,0.5309734513274337,81587.38823529411,98193.67079646017,5547942.399999999,11095884.799999999,11095884.799999999,,11095884.799999999,20,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.6977611940298507,0.46282011724776306,0,106.0,-7.0,-23.0,-83.0
46,1,1.1311,2382944.925,2382944.925,2015,12,2016,3,391.0,80.0,8.0,834.0,1225.0,914.0,0.1,-311.0,0.020460358056265986,29786.8115625,6094.488299232736,2857.248111510791,1191472.4625,1753487.775,794809.6771988532,629457.15,4,0.39035087719298245,0.4467005076142132,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.4388593523441276,0.46282011724776306,0,32.0,-359.0,311.0,303.0
47,0,1.0,629145.0,0.0,2015,12,2016,5,286.0,150.0,4.0,0.0,286.0,150.0,0.02666666666666667,-136.0,0.013986013986013986,4194.3,2199.8076923076924,0.0,629145.0,629145.0,,629145.0,1,0.3474903474903475,0.45063829787234044,0.543384260593831,0.5931108719052745,0.5170542635658915,0.509775967413442,0.44489629930866204,0,35.0,-251.0,136.0,132.0
49,1,1.0,109760.0,109760.0,2015,12,2016,2,33.0,52.0,12.0,465.0,498.0,517.0,0.23076923076923078,19.0,0.36363636363636365,2110.769230769231,3326.060606060606,236.04301075268816,109760.0,109760.0,,109760.0,0,0.45588235294117646,0.7204301075268817,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.5536912751677853,0,104.0,71.0,-19.0,-31.0
50,0,1.1310961538461537,344079.44999999995,344079.44999999995,2015,12,2016,6,182.0,166.0,29.0,661.0,843.0,827.0,0.1746987951807229,-16.0,0.15934065934065933,2072.7677710843373,1890.5464285714284,520.5437972768532,344079.44999999995,344079.44999999995,,344079.44999999995,1,0.5698324022346368,0.4430379746835443,0.4793542378143434,0.26644423260247857,0.5170542635658915,0.509775967413442,0.46282011724776306,0,134.0,-48.0,16.0,-13.0
51,0,1.131090909090909,566110.9999999999,566110.9999999999,2015,12,2016,6,115.0,166.0,29.0,661.0,776.0,827.0,0.1746987951807229,51.0,0.25217391304347825,3410.307228915662,4922.704347826086,856.4462934947048,566110.9999999999,566110.9999999999,,566110.9999999999,1,0.5313336904124264,0.4430379746835443,0.4793542378143434,0.26644423260247857,0.5170542635658915,0.509775967413442,0.46282011724776306,0,43.0,-72.0,-51.0,-80.0
52,0,1.0,17550.0,17550.0,2015,12,2016,2,101.0,43.0,14.0,875.0,976.0,918.0,0.32558139534883723,-58.0,0.13861386138613863,408.13953488372096,173.76237623762376,20.057142857142857,17550.0,17550.0,,17550.0,0,0.45588235294117646,0.42142857142857143,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.5,0.5536912751677853,0,102.0,1.0,58.0,44.0
53,0,1.0,13438632.899999999,13438632.9,2015,12,2016,4,37.0,102.0,29.0,368.0,405.0,470.0,0.28431372549019607,65.0,0.7837837837837838,131751.30294117646,363206.29459459457,36518.024184782604,6719316.449999999,6742797.6,33207.3607901172,6695835.3,26,0.45588235294117646,0.42142857142857143,0.44560878243512975,0.26644423260247857,0.5170542635658915,0.4388593523441276,0.5536912751677853,0,192.0,155.0,-65.0,-94.0
54,1,0.008990416666666667,115544.835,115544.835,2015,12,2016,1,0.0,28.0,0.0,367.0,367.0,395.0,0.0,28.0,,4126.601250000001,0.0,314.8360626702997,115544.835,115544.835,,115544.835,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,70.0,70.0,-28.0,-28.0
55,1,0.008990441176470588,265020.225,265020.225,2015,12,2016,2,0.0,67.0,7.0,367.0,367.0,434.0,0.1044776119402985,67.0,0.0,3955.5257462686563,0.0,722.125953678474,265020.225,265020.225,,265020.225,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,10.0,10.0,-67.0,-74.0
56,1,0.008975616438356164,304421.7642,304421.7642,2015,12,2016,2,16.0,66.0,35.0,367.0,383.0,433.0,0.5303030303030303,50.0,2.1875,4612.4509727272725,19026.3602625,829.4870959128065,304421.7642,304421.7642,,304421.7642,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,65.0,49.0,-50.0,-85.0
57,1,0.008990416666666667,336730.662,336730.662,2015,12,2016,2,0.0,66.0,15.0,367.0,367.0,433.0,0.22727272727272727,66.0,0.0,5101.979727272727,0.0,917.5222397820164,336730.662,336730.662,,336730.662,1,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,10.0,10.0,-66.0,-81.0
58,1,0.008990405405405405,341626.415,341626.415,2015,12,2016,2,16.0,63.0,7.0,283.0,299.0,346.0,0.1111111111111111,47.0,0.4375,5422.641507936508,21351.6509375,1207.160477031802,341626.415,341626.415,,341626.415,1,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,25.0,9.0,-47.0,-54.0
59,1,0.008990428571428573,259988.80960000004,259988.80960000004,2015,12,2016,2,17.0,60.0,0.0,0.0,17.0,60.0,0.0,43.0,0.0,4333.146826666667,15293.459388235297,0.0,129994.40480000002,256766.64000000004,179283.0143521919,3222.1696000000006,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,17.0,0.0,-43.0,-43.0
61,0,1.1310857142857142,583428.15,583428.15,2015,12,2016,2,98.0,69.0,31.0,878.0,976.0,947.0,0.4492753623188406,-29.0,0.3163265306122449,8455.480434782608,5953.348469387755,664.4967539863326,291714.075,347384.7,78730.15290078672,236043.44999999998,1,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.7020408163265306,0.4388593523441276,0.46282011724776306,0,30.0,-68.0,29.0,-2.0
62,1,1.131090909090909,121309.49999999999,121309.49999999999,2015,12,2016,3,311.0,83.0,0.0,878.0,1189.0,961.0,0.0,-228.0,0.0,1461.5602409638552,390.06270096463015,138.16571753986332,121309.49999999999,121309.49999999999,,121309.49999999999,0,0.4326923076923077,0.43457943925233644,0.4793542378143434,0.5931108719052745,0.6871871871871872,0.4388593523441276,0.46282011724776306,0,35.0,-276.0,228.0,228.0
63,0,1.0,14469907.2,14469907.2,2015,12,2016,12,427.0,344.0,30.0,853.0,1280.0,1197.0,0.0872093023255814,-83.0,0.0702576112412178,42063.68372093023,33887.370491803274,16963.548886283705,2893981.44,3583104.0,473914.0354865721,2562336.0,23,0.6298405466970387,0.45063829787234044,0.543384260593831,0.26644423260247857,0.5170542635658915,0.509775967413442,0.44489629930866204,0,,,83.0,53.0
64,0,1.0,463446.9,463446.9,2015,12,2016,5,273.0,130.0,91.0,71.0,344.0,201.0,0.7,-143.0,0.3333333333333333,3564.976153846154,1697.6076923076923,6527.421126760563,463446.9,463446.9,,463446.9,1,0.6298405466970387,0.45063829787234044,0.543384260593831,0.26644423260247857,0.5170542635658915,0.4388593523441276,0.44489629930866204,0,,,143.0,52.0
65,0,1.0,463446.9,463446.9,2015,12,2016,5,273.0,130.0,91.0,71.0,344.0,201.0,0.7,-143.0,0.3333333333333333,3564.976153846154,1697.6076923076923,6527.421126760563,463446.9,463446.9,,463446.9,1,0.6298405466970387,0.45063829787234044,0.543384260593831,0.26644423260247857,0.5170542635658915,0.4388593523441276,0.44489629930866204,0,,,143.0,52.0
